price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
40000,2015.0,gmc sierra 2500hd,excellent,8.0,diesel,118000.0,automatic,truck,white,1.0,2018-12-29,16
18995,2013.0,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1.0,2018-12-11,34
23800,2014.0,chevrolet tahoe,good,8.0,gas,95997.0,automatic,SUV,black,1.0,2019-01-04,30
4900,2003.0,toyota highlander,good,6.0,gas,156907.0,automatic,SUV,blue,1.0,2018-11-25,38
16995,2013.0,toyota highlander,excellent,6.0,gas,100806.0,automatic,SUV,black,1.0,2018-10-17,103
21850,2011.0,ford f-150,excellent,8.0,gas,112836.0,automatic,pickup,black,1.0,2018-10-03,36
15995,2010.0,chevrolet tahoe,good,8.0,gas,110848.0,automatic,SUV,silver,1.0,2018-12-28,80
32990,2012.0,ford f-150,good,8.0,gas,58486.0,automatic,truck,black,1.0,2019-04-04,30
11995,2016.0,subaru forester,excellent,4.0,gas,61165.0,automatic,SUV,black,1.0,2018-12-30,36
1500,2003.0,subaru outback,good,4.0,gas,247000.0,manual,wagon,silver,1.0,2018-08-06,52
3900,2004.0,bmw x5,good,6.0,gas,125000.0,automatic,SUV,silver,1.0,2018-07-07,32
5990,2008.0,ford explorer,good,6.0,gas,137809.0,automatic,SUV,black,1.0,2018-09-24,48
20990,2014.0,ram 2500,good,8.0,gas,121437.0,automatic,truck,white,1.0,2018-07-17,76
28990,2015.0,ford f-350 sd,good,8.0,diesel,112150.0,automatic,truck,white,1.0,2018-08-24,11
18990,2015.0,ford f-250 sd,good,8.0,gas,134794.0,automatic,truck,blue,1.0,2018-11-21,3
19990,2010.0,ford f-350 sd,good,10.0,gas,51664.0,manual,truck,white,1.0,2018-12-15,8
3100,2005.0,chevrolet trailblazer,good,6.0,gas,177000.0,automatic,SUV,silver,1.0,2018-05-18,40
15995,2014.0,honda pilot,like new,6.0,gas,45857.0,automatic,SUV,red,1.0,2018-08-06,54
28500,2006.0,ford f-250,excellent,8.0,diesel,74300.0,automatic,pickup,white,1.0,2018-08-30,56
8000,2006.0,chevrolet silverado,good,8.0,gas,191000.0,automatic,pickup,blue,1.0,2018-10-10,104
11500,2012.0,chevrolet equinox,good,4.0,gas,81000.0,automatic,SUV,black,1.0,2019-01-04,21
28995,2017.0,ford explorer,good,6.0,gas,54983.0,automatic,SUV,white,1.0,2018-08-10,81
21990,2003.0,gmc sierra 2500hd,good,8.0,diesel,81522.0,automatic,truck,blue,1.0,2019-02-16,73
18490,2015.0,ford f-250 sd,good,8.0,gas,124332.0,automatic,truck,white,1.0,2018-07-23,25
22995,2017.0,gmc acadia,good,6.0,gas,68653.0,automatic,SUV,blue,1.0,2018-06-17,27
15995,2013.0,ford f-150,good,8.0,gas,120230.0,automatic,truck,grey,1.0,2019-04-02,46
6450,2006.0,jeep grand cherokee laredo,good,6.0,gas,117146.0,automatic,SUV,red,1.0,2018-12-27,77
22100,2013.0,ford f150 supercrew cab xlt,good,6.0,gas,80854.0,other,pickup,white,1.0,2019-01-12,1
2999,2002.0,ford f150,good,8.0,gas,147823.0,automatic,pickup,green,1.0,2019-01-26,76
27995,2017.0,chevrolet silverado 1500,good,8.0,gas,99484.0,automatic,truck,black,1.0,2019-03-03,11
38995,2014.0,ram 2500,good,6.0,diesel,85783.0,automatic,truck,white,1.0,2018-12-02,106
18995,2016.0,ford explorer,good,6.0,gas,87285.0,automatic,SUV,black,1.0,2018-10-21,27
27000,2015.0,ford f150 supercrew cab xlt,good,6.0,gas,36300.0,other,pickup,white,1.0,2018-07-12,21
22900,2019.0,nissan frontier crew cab sv,good,6.0,gas,14832.0,other,pickup,black,1.0,2019-01-22,20
28995,2017.0,ford f-250 sd,good,8.0,gas,82490.0,automatic,truck,white,1.0,2018-09-07,15
28100,2017.0,chevrolet silverado 1500 crew,good,8.0,gas,50848.0,automatic,pickup,blue,1.0,2018-12-17,28
35315,2018.0,jeep wrangler,excellent,6.0,gas,14890.0,automatic,SUV,black,1.0,2018-07-10,26
3200,2003.0,gmc yukon,fair,8.0,gas,179000.0,automatic,SUV,white,1.0,2018-12-10,41
24995,2019.0,ford fusion,good,4.0,gas,1756.0,automatic,sedan,black,1.0,2019-01-15,50
25995,2016.0,ford f-150,good,8.0,gas,71825.0,automatic,truck,grey,1.0,2018-09-17,41
16995,2010.0,jeep wrangler,good,6.0,gas,69892.0,manual,SUV,orange,1.0,2019-02-01,35
22995,2017.0,chevrolet silverado 1500,good,8.0,gas,98523.0,automatic,truck,brown,1.0,2019-04-10,67
10995,2008.0,ford f-150,good,8.0,gas,146946.0,automatic,truck,grey,1.0,2018-09-29,31
20995,2014.0,ram 1500,good,8.0,gas,74550.0,automatic,truck,red,1.0,2018-11-25,25
37995,2015.0,chevrolet silverado 2500hd,good,8.0,diesel,124662.0,automatic,truck,white,1.0,2019-03-18,43
35900,2018.0,toyota tundra,excellent,8.0,gas,12722.0,automatic,truck,black,1.0,2018-08-07,46
18900,2014.0,jeep grand cherokee,good,6.0,gas,63029.0,automatic,SUV,silver,1.0,2018-06-15,39
36,2006.0,subaru outback,good,4.0,gas,149.0,automatic,hatchback,blue,1.0,2018-06-28,67
15980,2007.0,gmc sierra,excellent,8.0,gas,93209.0,automatic,truck,blue,1.0,2018-12-01,40
8499,2010.0,chevrolet silverado 1500,excellent,8.0,gas,177000.0,automatic,pickup,red,1.0,2018-05-30,13
14900,2007.0,ford f-250 super duty,excellent,8.0,diesel,130316.0,automatic,truck,green,1.0,2018-12-18,47
23900,2018.0,nissan frontier crew cab sv,good,6.0,gas,15673.0,other,pickup,white,1.0,2018-09-02,29
26000,2015.0,chevrolet silverado 1500 crew,good,8.0,gas,92281.0,automatic,pickup,white,1.0,2018-12-31,32
22100,2013.0,ford f150 supercrew cab xlt,good,6.0,gas,80854.0,other,pickup,white,1.0,2018-08-31,31
22900,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,73711.0,automatic,pickup,white,1.0,2018-05-22,36
6995,2010.0,ford f-150,good,8.0,gas,223000.0,automatic,pickup,red,1.0,2018-12-18,22
28900,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,30761.0,other,pickup,red,1.0,2018-10-01,56
29700,2018.0,chevrolet silverado 1500 crew,good,6.0,gas,21659.0,automatic,pickup,red,1.0,2018-08-21,46
7000,2007.0,ram 1500,good,8.0,gas,196000.0,automatic,truck,white,1.0,2018-08-29,21
13995,2014.0,jeep cherokee,good,6.0,gas,117167.0,automatic,other,black,1.0,2018-11-08,57
20995,2014.0,jeep wrangler unlimited,good,6.0,gas,99198.0,automatic,SUV,orange,1.0,2018-12-19,38
3500,1996.0,ram 1500,good,8.0,gas,214000.0,automatic,truck,black,1.0,2018-09-27,27
6990,2008.0,jeep liberty,good,6.0,gas,89052.0,automatic,other,white,1.0,2018-07-08,82
6990,2008.0,jeep liberty,good,6.0,gas,87256.0,automatic,other,white,1.0,2018-07-14,38
7995,2011.0,jeep liberty,good,6.0,gas,91348.0,automatic,other,blue,1.0,2019-01-08,43
8995,2012.0,jeep liberty,good,6.0,gas,88926.0,automatic,other,black,1.0,2018-08-26,31
7995,2011.0,jeep liberty,good,6.0,gas,88110.0,automatic,other,black,1.0,2018-11-30,24
8995,2011.0,jeep liberty,good,6.0,gas,89065.0,automatic,other,brown,1.0,2019-04-08,23
7995,2008.0,jeep liberty,good,6.0,gas,86389.0,automatic,other,black,1.0,2019-04-02,19
12995,2012.0,jeep liberty,good,6.0,gas,52507.0,automatic,other,grey,1.0,2018-06-15,94
8995,2012.0,jeep liberty,good,6.0,gas,93636.0,automatic,other,blue,1.0,2019-01-23,13
23995,2016.0,jeep wrangler unlimited,good,6.0,gas,59920.0,automatic,SUV,silver,1.0,2018-05-08,85
45000,2014.0,jeep wrangler,excellent,6.0,gas,50000.0,automatic,SUV,green,1.0,2018-10-27,40
11800,2010.0,ram 1500,excellent,8.0,gas,156000.0,automatic,pickup,red,1.0,2018-06-30,44
39000,2018.0,chevrolet colorado,like new,6.0,gas,2477.0,automatic,pickup,black,1.0,2018-07-15,13
11750,2016.0,nissan rogue,excellent,4.0,gas,72213.0,automatic,SUV,black,1.0,2018-07-31,54
2490,2007.0,chrysler town & country,good,6.0,gas,243000.0,automatic,mini-van,blue,1.0,2018-06-28,33
22000,2016.0,ram 1500,good,8.0,gas,37300.0,automatic,truck,black,1.0,2018-12-17,13
21950,2013.0,ford f250,excellent,8.0,diesel,194674.0,automatic,truck,black,1.0,2018-11-08,106
2500,1999.0,ford f-150,good,8.0,gas,118000.0,automatic,truck,green,1.0,2019-03-14,106
2500,1999.0,ford f-150,good,8.0,gas,118000.0,automatic,truck,green,1.0,2018-12-31,55
9800,2012.0,subaru forester,excellent,4.0,gas,138401.0,automatic,SUV,grey,1.0,2019-04-17,47
24900,2015.0,chevrolet colorado,good,6.0,gas,60611.0,automatic,truck,red,1.0,2018-06-09,59
14995,2016.0,nissan rogue,excellent,4.0,gas,32378.0,automatic,SUV,grey,1.0,2018-09-24,21
25995,2016.0,ford f-150,excellent,8.0,gas,77483.0,automatic,truck,black,1.0,2018-07-22,19
25995,2016.0,chevrolet silverado 1500,excellent,8.0,gas,26640.0,automatic,truck,silver,1.0,2018-07-17,21
6995,2007.0,toyota highlander,excellent,6.0,gas,144427.0,automatic,SUV,blue,1.0,2018-07-23,41
27500,2010.0,chevrolet silverado 2500hd,good,8.0,diesel,127381.0,automatic,truck,blue,1.0,2018-06-04,59
16900,2014.0,ram 1500,good,8.0,gas,119542.0,automatic,truck,black,1.0,2018-07-02,100
17500,2008.0,jeep wrangler,good,6.0,gas,124058.0,automatic,wagon,silver,1.0,2018-06-17,94
19995,2007.0,ram 2500,good,6.0,diesel,127325.0,automatic,truck,grey,1.0,2019-02-14,61
18995,2013.0,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1.0,2018-08-13,44
26900,2016.0,ram 3500,good,8.0,gas,86328.0,automatic,truck,black,1.0,2018-12-29,65
17900,2011.0,jeep wrangler unlimited,good,6.0,gas,114671.0,automatic,wagon,red,1.0,2018-09-21,41
8100,2010.0,subaru impreza,good,4.0,gas,82000.0,automatic,hatchback,grey,1.0,2018-06-24,14
12998,2014.0,ram 1500,excellent,8.0,gas,135751.0,automatic,truck,black,1.0,2019-01-03,59
7500,2001.0,ram 1500,good,8.0,gas,129000.0,automatic,truck,black,1.0,2019-04-18,37
5750,2002.0,ram 2500,good,8.0,gas,140000.0,automatic,pickup,white,1.0,2018-12-24,28
13495,2018.0,chevrolet equinox,excellent,4.0,gas,84843.0,automatic,other,black,1.0,2018-08-05,10
31500,2016.0,gmc sierra 1500,excellent,8.0,gas,38080.0,automatic,truck,black,1.0,2018-07-06,11
13500,2011.0,ford f-150,good,6.0,gas,158100.0,automatic,pickup,white,1.0,2019-04-09,110
37888,2017.0,gmc sierra 1500,excellent,8.0,gas,32300.0,automatic,truck,grey,1.0,2019-02-27,51
8995,2011.0,ford ranger,excellent,6.0,gas,129671.0,automatic,pickup,white,1.0,2019-04-18,88
25100,2015.0,chevrolet silverado 1500 crew,good,6.0,gas,58890.0,automatic,pickup,green,1.0,2018-07-04,74
22900,2019.0,nissan frontier crew cab sv,good,6.0,gas,24402.0,other,pickup,blue,1.0,2019-02-07,44
37000,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,30465.0,other,pickup,white,1.0,2018-09-28,48
26900,2014.0,chevrolet silverado 1500 crew,good,8.0,gas,68607.0,automatic,pickup,black,1.0,2018-11-27,16
21900,2018.0,nissan frontier crew cab sv,good,6.0,gas,27576.0,other,pickup,white,1.0,2018-11-19,27
24000,2019.0,nissan frontier crew cab sv,good,6.0,gas,16295.0,other,pickup,blue,1.0,2019-03-28,32
7495,2010.0,honda pilot,good,6.0,gas,121020.0,automatic,other,brown,1.0,2018-09-28,19
7795,2008.0,chevrolet silverado 1500,good,8.0,gas,154000.0,automatic,truck,red,1.0,2018-09-25,44
14995,2013.0,chevrolet silverado 2500hd,good,8.0,diesel,205000.0,automatic,pickup,white,1.0,2018-05-04,31
11995,2012.0,ford f-150,good,8.0,gas,178400.0,automatic,pickup,red,1.0,2019-03-01,6
12795,2011.0,ford f-150,good,8.0,gas,98000.0,automatic,pickup,black,1.0,2019-01-31,20
23495,2013.0,ram 1500,excellent,8.0,gas,19700.0,automatic,pickup,grey,1.0,2019-01-02,35
17995,2015.0,ford f-150,good,6.0,gas,95800.0,automatic,pickup,black,1.0,2018-07-07,27
18495,2010.0,chevrolet silverado 1500,excellent,8.0,gas,75000.0,automatic,pickup,black,1.0,2018-12-24,43
12995,2010.0,chevrolet silverado 1500,good,8.0,gas,151000.0,automatic,pickup,white,1.0,2018-09-20,100
5000,1992.0,jeep wrangler,excellent,6.0,gas,117600.0,manual,SUV,white,1.0,2018-12-02,10
20999,2011.0,ram 1500,excellent,8.0,gas,64087.0,automatic,truck,green,1.0,2019-03-21,11
10999,2011.0,jeep liberty,excellent,6.0,gas,89063.0,automatic,SUV,silver,1.0,2018-10-17,20
17999,2014.0,ford explorer,excellent,6.0,gas,76920.0,automatic,SUV,silver,1.0,2018-09-07,31
24995,2014.0,gmc sierra 1500,excellent,8.0,gas,90207.0,automatic,truck,red,1.0,2018-10-27,59
28000,2017.0,ram 1500,excellent,8.0,gas,14000.0,automatic,truck,green,1.0,2018-05-08,18
1850,2014.0,ram 1500,excellent,8.0,gas,142483.0,automatic,truck,brown,1.0,2018-08-09,47
14995,2010.0,ford ranger,like new,6.0,gas,76487.0,automatic,pickup,black,1.0,2018-08-21,32
35995,2016.0,ford f-150,like new,8.0,gas,29069.0,automatic,pickup,blue,1.0,2018-11-23,14
7995,2004.0,chevrolet colorado,like new,5.0,gas,154494.0,automatic,pickup,red,1.0,2018-06-09,37
21800,2018.0,nissan frontier crew cab sv,good,6.0,gas,18950.0,other,pickup,white,1.0,2018-08-31,75
13995,2009.0,chevrolet colorado,like new,5.0,gas,112720.0,automatic,pickup,black,1.0,2019-03-19,52
12995,2012.0,ford escape,excellent,6.0,gas,80519.0,automatic,SUV,white,1.0,2018-05-17,58
13995,2010.0,ram 1500,excellent,8.0,gas,91854.0,automatic,truck,silver,1.0,2018-05-19,59
36995,2016.0,ford f-150,like new,6.0,gas,43969.0,automatic,truck,white,1.0,2018-06-28,23
19000,2015.0,ford explorer,excellent,6.0,gas,83228.0,automatic,SUV,black,1.0,2019-01-09,27
17500,2012.0,gmc yukon,excellent,8.0,gas,124995.0,automatic,SUV,black,1.0,2018-07-22,74
26500,2016.0,ford f-150,excellent,6.0,gas,31838.0,automatic,truck,blue,1.0,2018-12-28,18
23797,2017.0,jeep grand cherokee,like new,6.0,gas,31507.0,automatic,SUV,black,1.0,2018-09-26,38
24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-12-13,43
21400,2013.0,ford f150 supercrew cab xlt,good,6.0,gas,89987.0,other,pickup,black,1.0,2019-03-04,66
13799,2010.0,gmc sierra 1500,excellent,8.0,gas,145517.0,automatic,truck,white,1.0,2019-01-21,16
1000,1998.0,ford explorer,fair,6.0,gas,196072.0,automatic,SUV,red,1.0,2018-08-07,69
4000,2005.0,ford f-250 super duty,fair,8.0,gas,172500.0,automatic,pickup,green,1.0,2019-01-19,48
15000,2010.0,toyota tacoma,excellent,6.0,gas,158000.0,automatic,pickup,grey,1.0,2018-09-12,17
16799,2014.0,chevrolet silverado 1500,excellent,8.0,gas,186732.0,automatic,truck,red,1.0,2019-04-04,20
25999,2008.0,chevrolet silverado 2500hd,excellent,8.0,diesel,152732.0,automatic,truck,black,1.0,2018-05-07,14
5500,2008.0,honda pilot,good,6.0,gas,160000.0,automatic,SUV,red,1.0,2019-01-22,94
8995,2006.0,chevrolet silverado 1500,excellent,8.0,gas,151312.0,automatic,truck,green,1.0,2019-03-15,45
5000,2006.0,ram 2500,good,8.0,gas,190000.0,automatic,pickup,black,1.0,2018-06-25,27
19799,2012.0,chevrolet silverado,excellent,8.0,gas,72098.0,automatic,truck,blue,1.0,2018-06-25,29
10000,2006.0,ford f-150,excellent,8.0,gas,134000.0,automatic,truck,red,1.0,2019-02-05,53
15995,2015.0,ford explorer,good,6.0,gas,21222.0,automatic,other,white,1.0,2018-05-15,6
6500,2004.0,jeep wrangler,good,6.0,gas,95000.0,manual,SUV,black,1.0,2019-02-18,23
10495,2008.0,jeep wrangler unlimited,like new,6.0,gas,181250.0,automatic,SUV,red,1.0,2018-08-13,29
9500,2004.0,toyota tacoma,good,6.0,gas,200000.0,automatic,truck,silver,1.0,2019-01-29,57
6800,2008.0,subaru outback,excellent,6.0,gas,98000.0,automatic,wagon,brown,1.0,2018-07-04,99
15999,2007.0,ram 1500,excellent,8.0,gas,74055.0,automatic,truck,blue,1.0,2018-10-05,101
1250,2002.0,ford explorer,fair,6.0,gas,172000.0,automatic,SUV,red,1.0,2018-09-30,42
10950,2005.0,ford f-250 super duty,good,8.0,diesel,247355.0,automatic,truck,custom,1.0,2018-05-28,11
15500,2014.0,ram 1500,good,8.0,gas,68969.0,automatic,pickup,black,1.0,2018-06-21,31
7900,2011.0,jeep liberty,like new,6.0,gas,89000.0,automatic,SUV,grey,1.0,2019-02-08,29
16000,2010.0,ford f-150,excellent,8.0,gas,80000.0,automatic,pickup,blue,1.0,2018-12-19,13
3500,1998.0,ram 2500,fair,8.0,gas,118000.0,automatic,truck,green,1.0,2019-02-17,98
13499,2014.0,jeep grand cherokee,excellent,6.0,gas,126637.0,automatic,SUV,black,1.0,2018-11-22,34
2300,2000.0,ford f-150,fair,8.0,gas,146000.0,automatic,pickup,black,1.0,2018-10-29,65
9000,2003.0,ram 1500,excellent,8.0,gas,104000.0,automatic,truck,grey,1.0,2018-08-13,11
8200,2008.0,ford f250,good,8.0,gas,121000.0,automatic,pickup,black,1.0,2018-12-04,38
9000,2009.0,cadillac escalade,excellent,8.0,gas,173000.0,automatic,SUV,white,1.0,2018-10-07,46
8500,2005.0,chevrolet silverado,excellent,8.0,gas,145000.0,automatic,pickup,white,1.0,2019-03-19,4
8995,2011.0,ford ranger,excellent,6.0,gas,129671.0,automatic,pickup,white,1.0,2019-03-27,164
13000,2015.0,jeep grand cherokee,excellent,6.0,gas,130000.0,automatic,SUV,black,1.0,2018-12-07,23
6500,2008.0,jeep wrangler,excellent,6.0,gas,150100.0,manual,SUV,red,1.0,2019-01-04,31
7300,2008.0,ford ranger,excellent,6.0,gas,92000.0,automatic,pickup,black,1.0,2018-11-14,8
3800,2006.0,subaru impreza,excellent,4.0,gas,116000.0,automatic,wagon,silver,1.0,2019-04-15,11
10995,2008.0,gmc sierra 1500,like new,8.0,gas,111000.0,automatic,truck,red,1.0,2018-12-04,13
6995,2008.0,gmc sierra 1500,like new,8.0,gas,151000.0,automatic,truck,grey,1.0,2018-11-21,51
7995,2009.0,chevrolet silverado 1500,like new,8.0,gas,172000.0,automatic,truck,silver,1.0,2018-08-04,46
7985,2008.0,jeep grand cherokee,excellent,6.0,gas,96283.0,automatic,SUV,silver,1.0,2019-02-01,27
21995,2017.0,toyota rav4,excellent,4.0,gas,44500.0,automatic,SUV,silver,1.0,2018-07-11,90
7500,1998.0,jeep wrangler,good,6.0,gas,137500.0,manual,offroad,green,1.0,2019-03-23,1
32500,2018.0,chevrolet silverado,new,8.0,gas,3396.0,automatic,pickup,silver,1.0,2018-10-09,31
4995,2005.0,subaru impreza,excellent,4.0,gas,143412.0,automatic,sedan,blue,1.0,2019-03-24,107
24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-11-14,16
23999,2018.0,ford f-150,excellent,6.0,gas,18900.0,automatic,pickup,black,1.0,2019-02-27,18
5500,2003.0,ram 2500,fair,8.0,gas,207000.0,automatic,truck,black,1.0,2018-12-04,120
24495,2017.0,subaru forester,excellent,4.0,gas,35213.0,automatic,SUV,grey,1.0,2018-10-07,22
2500,1999.0,jeep cherokee,good,6.0,gas,253108.0,automatic,SUV,white,1.0,2019-01-29,45
3495,2005.0,jeep grand cherokee,good,8.0,gas,208712.0,automatic,SUV,red,1.0,2018-09-12,3
6995,1998.0,jeep wrangler,excellent,6.0,gas,158378.0,manual,SUV,red,1.0,2018-10-02,12
26000,2016.0,chevrolet silverado,excellent,8.0,gas,43000.0,automatic,truck,grey,1.0,2018-08-14,48
27500,2017.0,ram 1500,good,8.0,gas,30394.0,automatic,truck,red,1.0,2018-07-13,79
17995,2014.0,jeep grand cherokee,good,6.0,gas,89852.0,automatic,SUV,black,1.0,2018-05-14,14
26995,2016.0,ram 1500,good,8.0,gas,83125.0,automatic,truck,black,1.0,2018-12-24,14
21075,2015.0,chevrolet colorado,good,6.0,gas,105616.0,automatic,truck,grey,1.0,2018-05-11,57
16995,2015.0,jeep cherokee,good,4.0,gas,65739.0,automatic,SUV,black,1.0,2018-08-08,22
28760,2017.0,chevrolet silverado 1500,good,8.0,gas,51086.0,automatic,truck,black,1.0,2018-10-26,23
18995,2010.0,toyota tundra,good,8.0,gas,126578.0,automatic,truck,silver,1.0,2018-11-17,37
23700,2019.0,nissan frontier crew cab sv,good,6.0,gas,12659.0,other,pickup,black,1.0,2019-01-05,45
15500,2017.0,chevrolet equinox,good,4.0,gas,70759.0,automatic,SUV,blue,1.0,2019-04-18,27
6500,2010.0,ford escape,excellent,6.0,gas,124000.0,automatic,SUV,grey,1.0,2018-06-17,22
3850,2005.0,jeep grand cherokee,good,8.0,gas,180000.0,automatic,SUV,green,1.0,2019-04-01,48
21250,2013.0,ram 1500,excellent,8.0,gas,63000.0,automatic,pickup,grey,1.0,2018-07-21,31
4350,2008.0,jeep grand cherokee,excellent,6.0,gas,185.0,automatic,SUV,black,1.0,2018-09-13,21
25950,2010.0,ford f350,excellent,8.0,diesel,103552.0,automatic,truck,white,1.0,2018-08-21,42
35000,2018.0,chevrolet silverado,excellent,8.0,gas,28200.0,automatic,truck,white,1.0,2019-02-07,35
16395,2017.0,ford escape,excellent,4.0,gas,44227.0,automatic,SUV,blue,1.0,2019-02-09,55
2700,2005.0,ram 1500,salvage,8.0,gas,221184.0,automatic,pickup,black,1.0,2018-05-15,34
44000,2018.0,ram 3500,excellent,6.0,diesel,16000.0,manual,truck,white,1.0,2018-07-28,26
16444,2017.0,nissan rogue,excellent,4.0,gas,48161.0,automatic,SUV,green,1.0,2018-10-26,38
26990,2015.0,chevrolet suburban,excellent,8.0,gas,115257.0,automatic,SUV,custom,1.0,2018-08-03,53
1600,2003.0,ford expedition,good,8.0,gas,203000.0,automatic,SUV,red,1.0,2018-06-17,48
11500,1999.0,jeep wrangler,good,4.0,gas,123000.0,manual,convertible,green,1.0,2018-12-20,109
33900,2012.0,chevrolet suburban,good,8.0,gas,17312.0,automatic,SUV,black,1.0,2018-12-20,34
15250,2005.0,ford f350,excellent,8.0,diesel,147200.0,automatic,truck,red,1.0,2019-01-20,85
12900,2010.0,ford f-150,excellent,8.0,gas,194411.0,automatic,truck,red,1.0,2018-07-15,42
23995,2016.0,chevrolet silverado 1500,excellent,8.0,gas,93068.0,automatic,truck,black,1.0,2018-06-07,23
3900,2007.0,jeep liberty,like new,6.0,gas,144707.0,automatic,SUV,white,1.0,2018-11-23,42
27800,2016.0,chevrolet silverado 1500,excellent,8.0,gas,23680.0,automatic,truck,black,1.0,2018-11-15,47
31900,2015.0,gmc sierra 1500,excellent,8.0,gas,58500.0,automatic,truck,black,1.0,2019-03-23,13
4995,2004.0,toyota tundra,fair,8.0,gas,264280.0,automatic,pickup,silver,1.0,2018-07-04,69
6200,2001.0,chevrolet silverado,good,8.0,diesel,365411.0,automatic,truck,black,1.0,2019-04-18,17
22975,2012.0,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1.0,2018-11-08,76
16995,2013.0,toyota highlander,excellent,6.0,gas,100806.0,automatic,SUV,black,1.0,2018-12-29,60
4900,2006.0,chevrolet trailblazer,good,6.0,gas,149000.0,automatic,SUV,blue,1.0,2019-02-19,27
17700,2006.0,ram 2500,excellent,6.0,diesel,144110.0,automatic,truck,red,1.0,2018-10-16,21
18000,2012.0,ford f-250 super duty,excellent,8.0,diesel,168000.0,automatic,pickup,white,1.0,2019-02-23,25
54959,2018.0,chevrolet silverado 2500hd,like new,8.0,diesel,24500.0,automatic,truck,white,1.0,2019-02-01,39
32984,2015.0,chevrolet tahoe,excellent,8.0,gas,71000.0,automatic,SUV,black,1.0,2019-01-18,47
35988,2016.0,chevrolet silverado 3500hd,like new,8.0,diesel,95000.0,automatic,truck,white,1.0,2018-12-15,53
30487,2015.0,toyota tundra,like new,8.0,gas,52500.0,automatic,truck,silver,1.0,2019-03-26,14
59999,2019.0,chevrolet tahoe,like new,8.0,gas,5200.0,automatic,SUV,red,1.0,2019-02-13,12
3850,2009.0,subaru forester,excellent,4.0,gas,164000.0,automatic,wagon,brown,1.0,2018-09-07,14
35988,2019.0,chevrolet silverado,like new,8.0,gas,7000.0,automatic,truck,black,1.0,2019-02-01,116
23586,2016.0,ford edge,like new,6.0,gas,35000.0,automatic,SUV,white,1.0,2019-02-27,13
23988,2015.0,jeep wrangler,like new,6.0,gas,77786.0,automatic,SUV,red,1.0,2018-07-08,40
14988,2010.0,toyota tundra,excellent,8.0,gas,190000.0,automatic,truck,silver,1.0,2019-01-05,21
14200,2007.0,chevrolet silverado 2500hd,good,8.0,diesel,235000.0,automatic,truck,white,1.0,2018-06-24,43
28995,2006.0,ram 3500,good,6.0,gas,105532.0,other,truck,red,1.0,2019-02-03,90
23995,2011.0,ford f350,good,8.0,gas,190375.0,automatic,truck,white,1.0,2019-01-18,29
28000,2014.0,ford f350 super duty,excellent,8.0,gas,105000.0,automatic,truck,white,1.0,2019-02-06,68
24999,2015.0,ford f-150,excellent,6.0,gas,147000.0,automatic,truck,black,1.0,2018-10-11,11
21555,2015.0,chevrolet colorado,excellent,6.0,gas,19068.0,automatic,pickup,white,1.0,2018-10-15,34
17995,2009.0,gmc sierra 2500hd,good,8.0,diesel,199000.0,automatic,truck,white,1.0,2018-11-15,72
17995,2013.0,chevrolet suburban,excellent,8.0,gas,123491.0,automatic,SUV,black,1.0,2018-08-15,12
19300,2013.0,chevrolet silverado 1500,excellent,8.0,gas,67895.0,automatic,truck,white,1.0,2019-03-28,28
21075,2015.0,chevrolet colorado,good,6.0,gas,105616.0,automatic,truck,grey,1.0,2018-05-24,12
17995,2014.0,jeep grand cherokee,good,6.0,gas,89852.0,automatic,SUV,black,1.0,2019-04-08,9
28760,2017.0,chevrolet silverado 1500,good,8.0,gas,51086.0,automatic,truck,black,1.0,2018-05-11,16
16995,2015.0,jeep cherokee,good,4.0,gas,65739.0,automatic,SUV,black,1.0,2019-02-19,68
28995,2017.0,toyota tacoma,good,6.0,gas,38008.0,automatic,truck,white,1.0,2019-02-12,68
18995,2010.0,toyota tundra,good,8.0,gas,126578.0,automatic,truck,silver,1.0,2019-02-08,20
27500,2017.0,ram 1500,good,8.0,gas,30394.0,automatic,truck,red,1.0,2018-11-07,29
15500,2017.0,chevrolet equinox,good,4.0,gas,70759.0,automatic,SUV,blue,1.0,2019-01-28,5
5895,2007.0,jeep grand cherokee,good,6.0,gas,136000.0,automatic,SUV,silver,1.0,2018-10-19,11
1,2003.0,nissan murano,fair,6.0,gas,174215.0,automatic,other,black,1.0,2018-10-18,24
23995,2016.0,chevrolet silverado 1500,excellent,8.0,gas,93068.0,automatic,truck,black,1.0,2019-03-03,12
12500,2003.0,ram 2500,good,6.0,diesel,152108.0,automatic,truck,blue,1.0,2018-06-16,57
11250,2010.0,chevrolet silverado 1500,good,8.0,gas,121334.0,automatic,pickup,grey,1.0,2018-08-09,43
